date,temperature_2m_k,total_precip_m_day,snow_depth_m_we
2016-02-23,267.28,0.024127,0.05
2016-02-24,263.88,0.008595,0.05
2016-02-25,263.32,0.005906,0.05
2016-02-26,262.95,0.00618,0.05
2016-02-27,262.47,0.009161,0.05
2016-02-28,264.22,0.005551,0.05
2016-02-29,264.63,0.003349,0.05
2016-03-01,263.2,0.012,0.05
2016-03-02,265.14,0.011594,0.05
2016-03-03,265.28,0.007602,0.05
2016-03-04,264.54,0.01012,0.05
2016-03-05,265.69,0.017244,0.05
2016-03-06,265.43,0.018178,0.05
2016-03-07,265.45,0.0114,0.05
2016-03-08,265.63,0.013802,0.05
2016-03-09,265.94,0.007712,0.05
2016-03-10,267.0,0.008122,0.05
2016-03-11,268.19,0.011006,0.05
2016-03-12,268.21,0.018226,0.05
2016-03-13,267.48,0.03156,0.05
2016-03-14,265.96,0.030584,0.05
2016-03-15,265.86,0.019803,0.05
2016-03-16,263.8,0.008884,0.05
2016-03-17,265.96,0.016277,0.05
2016-03-18,266.7,0.012361,0.05
2016-03-19,267.47,0.01394,0.05
2016-03-20,268.2,0.02095,0.05
2016-03-21,268.02,0.019987,0.05
2016-03-22,266.25,0.014024,0.05
2016-03-23,267.22,0.003655,0.05
2016-03-24,268.88,0.000653,0.05
2016-03-25,271.26,5.6e-05,0.05
2016-03-26,271.33,0.006496,0.05
2016-03-27,270.13,0.017706,0.05
2016-03-28,266.54,0.031114,0.05
2016-03-29,268.88,0.008157,0.05
2016-03-30,268.6,0.018691,0.05
2016-03-31,268.13,0.007197,0.05
2016-04-01,269.2,0.003778,0.05
2016-04-02,271.22,0.003171,0.05
2016-04-03,272.05,0.006436,0.05
2016-04-04,272.07,0.010728,0.05
2016-04-05,271.06,0.003833,0.05
2016-04-06,270.9,0.008274,0.05
2016-04-07,270.59,0.011297,0.05
2016-04-08,269.28,0.00493,0.05
2016-04-09,269.34,0.003452,0.05
2016-04-10,270.92,0.001801,0.05
2016-04-11,270.61,0.003223,0.05
2016-04-12,270.64,0.006928,0.05
2016-04-13,269.88,0.005066,0.05
2016-04-14,269.44,0.013304,0.05
2016-04-15,271.63,0.009183,0.05
2016-04-16,271.22,0.00517,0.05
2016-04-17,271.42,0.014687,0.05
2016-04-18,271.58,0.011003,0.05
2016-04-19,272.34,0.002786,0.05
2016-04-20,272.05,0.003558,0.05
2016-04-21,271.69,0.006681,0.05
2016-04-22,271.49,0.018808,0.05
2016-04-23,270.78,0.027239,0.05
2016-04-24,269.82,0.010542,0.05
2016-04-25,270.48,0.002704,0.05
2016-04-26,271.17,0.003836,0.05
2016-04-27,271.0,0.012604,0.05
2016-04-28,270.43,0.012329,0.05
2016-04-29,270.44,0.005144,0.05
2016-04-30,269.9,0.004694,0.05
2016-05-01,270.42,0.003214,0.05
2016-05-02,271.52,0.001011,0.05
2016-05-03,271.52,0.006834,0.05
2016-05-04,271.8,0.01589,0.05
2016-05-05,271.37,0.010121,0.05
2016-05-06,272.07,0.013682,0.05
2016-05-07,271.65,0.021746,0.05
2016-05-08,271.52,0.004178,0.05
2016-05-09,273.28,0.00232,0.05
2016-05-10,274.27,0.00102,0.05
2016-05-11,274.31,0.001517,0.05
2016-05-12,274.48,0.007026,0.05
2016-05-13,274.32,0.012692,0.05
2016-05-14,274.9,0.019275,0.05
2016-05-15,275.28,0.045318,0.05
2016-05-16,275.03,0.040762,0.05
2016-05-17,274.31,0.040181,0.05
2016-05-18,274.86,0.004758,0.05
2016-05-19,275.66,0.027861,0.05
2016-05-20,275.48,0.019198,0.05
2016-05-21,274.91,0.003807,0.05
2016-05-22,276.32,0.003857,0.05
2016-05-23,276.29,0.003255,0.05
2016-05-24,275.64,0.019144,0.05
2016-05-25,274.11,0.043039,0.05
2016-05-26,273.78,0.015175,0.05
2016-05-27,275.35,0.005256,0.05
2016-05-28,275.15,0.013942,0.05
2016-05-29,274.61,0.011414,0.05
2016-05-30,274.93,0.01471,0.05
2016-05-31,274.37,0.018928,0.05
2016-06-01,275.47,0.003424,0.05
2016-06-02,276.14,0.00398,0.05
2016-06-03,276.47,0.00488,0.05
2016-06-04,276.48,0.009233,0.05
2016-06-05,277.09,0.011947,0.05
2016-06-06,277.36,0.015386,0.05
2016-06-07,277.57,0.037105,0.05
2016-06-08,277.36,0.008022,0.05
2016-06-09,277.32,0.006771,0.05
2016-06-10,277.74,0.005663,0.05
2016-06-11,277.79,0.00574,0.05
2016-06-12,277.93,0.012012,0.05
2016-06-13,278.26,0.026336,0.05
2016-06-14,278.85,0.031459,0.05
2016-06-15,278.51,0.020168,0.05
2016-06-16,278.39,0.007887,0.05
2016-06-17,278.78,0.005895,0.05
2016-06-18,279.05,0.01515,0.05
2016-06-19,278.43,0.019412,0.05
2016-06-20,278.81,0.024147,0.05
2016-06-21,278.84,0.041279,0.05
2016-06-22,278.94,0.032211,0.05
2016-06-23,278.91,0.036665,0.05
2016-06-24,278.88,0.037862,0.05
2016-06-25,278.28,0.021267,0.05
2016-06-26,279.42,0.024466,0.05
2016-06-27,279.47,0.01447,0.05
2016-06-28,279.53,0.008797,0.05
2016-06-29,279.52,0.011988,0.05
2016-06-30,279.62,0.019612,0.05
2016-07-01,278.75,0.036487,0.05
2016-07-02,279.24,0.016609,0.05
2016-07-03,279.48,0.015668,0.05
2016-07-04,279.49,0.016694,0.05
2016-07-05,279.78,0.022424,0.05
2016-07-06,279.34,0.011142,0.05
2016-07-07,279.72,0.010882,0.05
2016-07-08,279.91,0.009503,0.05
2016-07-09,280.0,0.012171,0.05
2016-07-10,279.82,0.022986,0.05
2016-07-11,279.38,0.014034,0.05
2016-07-12,279.6,0.01163,0.05
2016-07-13,279.82,0.010238,0.05
2016-07-14,280.27,0.017846,0.05
2016-07-15,279.93,0.021389,0.05
2016-07-16,279.68,0.00825,0.05
2016-07-17,279.23,0.014232,0.05
2016-07-18,279.49,0.021383,0.05
2016-07-19,279.14,0.037953,0.05
2016-07-20,279.33,0.027357,0.05
2016-07-21,279.45,0.032519,0.05
2016-07-22,278.51,0.040714,0.05
2016-07-23,278.77,0.022223,0.05
2016-07-24,278.97,0.040084,0.05
2016-07-25,279.0,0.032167,0.05
2016-07-26,278.66,0.032406,0.05
2016-07-27,278.05,0.020378,0.05
2016-07-28,278.15,0.022027,0.05
2016-07-29,278.23,0.013692,0.05
2016-07-30,278.51,0.020721,0.05
2016-07-31,278.26,0.016246,0.05
2016-08-01,278.25,0.00542,0.05
2016-08-02,278.53,0.004282,0.05
2016-08-03,279.1,0.001865,0.05
2016-08-04,279.56,0.005202,0.05
2016-08-05,279.52,0.00897,0.05
2016-08-06,279.62,0.009665,0.05
2016-08-07,279.33,0.005749,0.05
2016-08-08,279.47,0.005695,0.05
2016-08-09,278.72,0.003596,0.05
2016-08-10,278.83,0.006201,0.05
2016-08-11,279.13,0.007539,0.05
2016-08-12,279.22,0.006276,0.05
2016-08-13,279.73,0.004814,0.05
2016-08-14,279.92,0.005732,0.05
2016-08-15,279.94,0.005031,0.05
2016-08-16,279.61,0.005666,0.05
2016-08-17,279.53,0.005184,0.05
2016-08-18,279.41,0.004734,0.05
2016-08-19,279.16,0.003804,0.05
2016-08-20,279.85,0.000895,0.05
2016-08-21,279.6,0.003927,0.05
2016-08-22,278.92,0.006372,0.05
2016-08-23,278.85,0.002325,0.05
2016-08-24,278.81,0.00453,0.05
2016-08-25,278.95,0.000912,0.05
2016-08-26,278.84,0.003332,0.05
2016-08-27,278.75,0.000848,0.05
2016-08-28,278.82,0.002381,0.05
2016-08-29,279.41,0.017333,0.05
2016-08-30,279.11,0.024218,0.05
2016-08-31,279.07,0.034663,0.05
2016-09-01,279.48,0.03122,0.05
2016-09-02,279.66,0.051587,0.05
2016-09-03,278.96,0.039362,0.05
2016-09-04,279.33,0.015617,0.05
2016-09-05,279.55,0.014234,0.05
2016-09-06,279.49,0.012278,0.05
2016-09-07,279.24,0.007908,0.05
2016-09-08,279.16,0.008705,0.05
2016-09-09,279.33,0.008576,0.05
2016-09-10,278.72,0.010405,0.05
2016-09-11,278.64,0.017926,0.05
2016-09-12,277.58,0.035506,0.05
2016-09-13,277.74,0.007914,0.05
2016-09-14,278.38,0.003934,0.05
2016-09-15,278.49,0.00624,0.05
2016-09-16,278.58,0.014896,0.05
2016-09-17,278.04,0.025505,0.05
2016-09-18,278.14,0.006287,0.05
2016-09-19,278.69,0.009932,0.05
2016-09-20,278.08,0.012925,0.05
2016-09-21,277.62,0.01666,0.05
2016-09-22,277.39,0.018708,0.05
2016-09-23,276.85,0.026177,0.05
2016-09-24,277.14,0.027983,0.05
2016-09-25,276.58,0.023645,0.05
2016-09-26,276.93,0.017183,0.05
2016-09-27,277.66,0.00864,0.05
2016-09-28,277.01,0.010454,0.05
2016-09-29,277.41,0.008102,0.05
2016-09-30,277.86,0.003781,0.05
2016-10-01,277.28,0.003588,0.05
2016-10-02,277.47,0.001326,0.05
2016-10-03,277.15,0.001136,0.05
2016-10-04,277.58,0.007033,0.05
2016-10-05,277.1,0.012099,0.05
2016-10-06,277.3,0.0101,0.05
2016-10-07,277.26,0.011499,0.05
2016-10-08,277.15,0.02397,0.05
2016-10-09,276.26,0.012329,0.05
2016-10-10,275.39,0.025923,0.05
2016-10-11,275.37,0.006397,0.05
2016-10-12,275.58,0.001892,0.05
2016-10-13,275.63,0.019074,0.05
2016-10-14,274.6,0.016714,0.05
2016-10-15,274.25,0.008401,0.05
2016-10-16,274.15,0.004403,0.05
2016-10-17,274.08,0.002349,0.05
2016-10-18,274.36,0.00133,0.05
2016-10-19,272.92,0.001353,0.05
2016-10-20,273.74,0.000434,0.05
2016-10-21,272.91,0.003427,0.05
2016-10-22,272.65,0.014862,0.05
2016-10-23,272.54,0.006607,0.05
2016-10-24,273.37,0.006062,0.05
2016-10-25,272.12,0.010429,0.05
2016-10-26,271.52,0.006302,0.05
2016-10-27,270.58,0.001309,0.05
2016-10-28,270.91,0.003054,0.05
2016-10-29,269.67,0.005689,0.05
2016-10-30,267.82,0.003688,0.05
2016-10-31,269.25,0.000393,0.05
2016-11-01,268.6,0.000853,0.05
2016-11-02,268.31,0.000768,0.05
2016-11-03,267.9,0.000567,0.05
2016-11-04,267.71,0.003064,0.05
2016-11-05,268.52,0.005897,0.05
2016-11-06,268.36,0.002305,0.05
2016-11-07,268.72,0.00218,0.05
2016-11-08,269.02,0.00118,0.05
2016-11-09,270.98,0.000101,0.05
2016-11-10,271.03,0.004041,0.05
2016-11-11,271.01,0.009126,0.05
2016-11-12,269.74,0.015901,0.05
2016-11-13,268.95,0.020502,0.05
2016-11-14,268.54,0.019771,0.05
2016-11-15,266.9,0.009224,0.05
2016-11-16,266.24,0.001103,0.05
2016-11-17,265.92,0.000765,0.05
2016-11-18,266.55,0.003222,0.05
2016-11-19,266.96,0.004091,0.05
2016-11-20,267.34,0.006485,0.05
2016-11-21,268.04,0.002107,0.05
2016-11-22,269.18,0.003239,0.05
2016-11-23,268.35,0.005106,0.05
2016-11-24,267.99,0.003971,0.05
2016-11-25,267.56,0.001601,0.05
2016-11-26,268.73,0.001023,0.05
2016-11-27,269.07,0.009512,0.05
2016-11-28,268.53,0.006874,0.05
2016-11-29,268.6,0.005021,0.05
2016-11-30,269.34,0.004959,0.05
2016-12-01,268.21,0.010551,0.05
2016-12-02,267.68,0.013768,0.05
2016-12-03,265.9,1e-06,0.05
2016-12-04,266.77,0.0,0.05
2016-12-05,268.04,0.000423,0.05
2016-12-06,268.1,3e-06,0.05
2016-12-07,268.96,1e-06,0.05
2016-12-08,269.05,5e-06,0.05
2016-12-09,269.26,6.2e-05,0.05
2016-12-10,269.82,0.000351,0.05
2016-12-11,269.7,0.001314,0.05
2016-12-12,270.11,0.001581,0.05
2016-12-13,270.04,0.005496,0.05
2016-12-14,268.13,0.011537,0.05
2016-12-15,267.62,0.002156,0.05
2016-12-16,269.06,0.003235,0.05
2016-12-17,269.44,0.008799,0.05
2016-12-18,268.84,0.006235,0.05
2016-12-19,269.83,0.005901,0.05
2016-12-20,271.07,0.000247,0.05
2016-12-21,270.39,3e-06,0.05
2016-12-22,270.78,0.003106,0.05
2016-12-23,270.33,0.007446,0.05
2016-12-24,268.84,0.016867,0.05
2016-12-25,265.98,0.034042,0.05
2016-12-26,261.76,0.00331,0.05
2016-12-27,262.99,2.8e-05,0.05
2016-12-28,264.89,0.003826,0.05
2016-12-29,265.19,0.002787,0.05
2016-12-30,264.38,0.001706,0.05
2016-12-31,261.83,0.001187,0.05
2017-01-01,261.49,0.00543,0.05
2017-01-02,258.48,0.001283,0.05
2017-01-03,256.48,0.000826,0.05
2017-01-04,257.84,0.004046,0.05
2017-01-05,258.26,0.014425,0.05
2017-01-06,260.3,0.008654,0.05
2017-01-07,261.52,0.012631,0.05
2017-01-08,261.37,0.012804,0.05
2017-01-09,260.45,0.02314,0.05
2017-01-10,259.11,0.023636,0.05
2017-01-11,258.89,0.014813,0.05
2017-01-12,257.93,0.003779,0.05
2017-01-13,257.54,0.005993,0.05
2017-01-14,258.47,0.006945,0.05
2017-01-15,260.71,0.01152,0.05
2017-01-16,261.21,0.02102,0.05
2017-01-17,261.7,0.024833,0.05
2017-01-18,260.75,0.022571,0.05
2017-01-19,261.47,0.024565,0.05
2017-01-20,262.58,0.014801,0.05
2017-01-21,264.01,0.006639,0.05
2017-01-22,265.01,0.005078,0.05
2017-01-23,261.98,0.012504,0.05
2017-01-24,263.54,0.000418,0.05
2017-01-25,264.15,0.002423,0.05
2017-01-26,264.54,0.008484,0.05
2017-01-27,264.22,0.028734,0.05
2017-01-28,261.01,0.001318,0.05
2017-01-29,261.85,0.007469,0.05
2017-01-30,261.2,0.018302,0.05
2017-01-31,261.73,0.027531,0.05
2017-02-01,259.12,0.007661,0.05
2017-02-02,259.39,0.005853,0.05
2017-02-03,261.51,1e-06,0.05
2017-02-04,265.03,3e-06,0.05
2017-02-05,265.65,0.010152,0.05
2017-02-06,263.52,0.046768,0.05
2017-02-07,263.88,0.019778,0.05
2017-02-08,264.62,0.023071,0.05
2017-02-09,263.66,0.03464,0.05
2017-02-10,261.7,0.018949,0.05
2017-02-11,261.57,0.012434,0.05
2017-02-12,261.63,0.019135,0.05
2017-02-13,260.55,0.019852,0.05
2017-02-14,259.89,0.000309,0.05
2017-02-15,262.26,3.5e-05,0.05
2017-02-16,263.87,0.000229,0.05
2017-02-17,265.8,0.000283,0.05
2017-02-18,267.06,0.001548,0.05
2017-02-19,268.51,0.010445,0.05
2017-02-20,266.63,0.029728,0.05
2017-02-21,264.98,0.040073,0.05
2017-02-22,265.08,0.0357,0.05
2017-02-23,265.26,0.024281,0.05
2017-02-24,265.33,0.014196,0.05
2017-02-25,265.94,0.015721,0.05
2017-02-26,266.04,0.016021,0.05
2017-02-27,265.54,0.012459,0.05
2017-02-28,266.68,0.016601,0.05
2017-03-01,266.65,0.024427,0.05
2017-03-02,264.92,0.027508,0.05
2017-03-03,264.47,0.022478,0.05
2017-03-04,264.39,0.016,0.05
2017-03-05,263.59,0.015035,0.05
2017-03-06,262.71,0.019809,0.05
2017-03-07,263.52,0.023125,0.05
2017-03-08,263.63,0.02553,0.05
2017-03-09,264.6,0.032579,0.05
2017-03-10,265.44,0.045075,0.05
2017-03-11,264.77,0.043805,0.05
2017-03-12,262.07,0.018795,0.05
2017-03-13,264.53,0.015993,0.05
2017-03-14,262.31,0.019251,0.05
2017-03-15,263.6,0.015237,0.05
2017-03-16,262.76,0.013456,0.05
2017-03-17,262.39,0.020668,0.05
2017-03-18,260.16,0.016124,0.05
2017-03-19,262.57,0.023371,0.05
2017-03-20,263.03,0.0138,0.05
2017-03-21,264.74,0.000721,0.05
2017-03-22,267.31,0.00099,0.05
2017-03-23,267.51,0.005474,0.05
2017-03-24,266.57,0.00638,0.05
2017-03-25,268.57,0.006567,0.05
2017-03-26,267.95,0.004875,0.05
2017-03-27,269.71,0.01291,0.05
2017-03-28,270.73,0.011881,0.05
2017-03-29,270.64,0.01464,0.05
2017-03-30,271.01,0.01109,0.05
2017-03-31,270.65,0.008498,0.05
2017-04-01,270.39,0.009699,0.05
2017-04-02,268.67,0.005921,0.05
2017-04-03,268.71,0.011302,0.05
2017-04-04,269.61,0.004616,0.05
2017-04-05,270.13,0.01597,0.05
2017-04-06,270.83,0.024163,0.05
2017-04-07,270.16,0.031987,0.05
2017-04-08,268.91,0.018762,0.05
2017-04-09,268.76,0.008571,0.05
2017-04-10,267.8,0.008726,0.05
2017-04-11,267.86,0.00573,0.05
2017-04-12,268.29,0.00713,0.05
2017-04-13,268.15,0.001642,0.05
2017-04-14,269.48,0.012092,0.05
2017-04-15,268.66,0.013547,0.05
2017-04-16,269.4,0.000504,0.05
2017-04-17,270.28,0.001157,0.05
2017-04-18,272.44,0.00539,0.05
2017-04-19,271.87,0.022349,0.05
2017-04-20,272.01,0.010208,0.05
2017-04-21,273.51,0.003419,0.05
2017-04-22,273.74,0.010947,0.05
2017-04-23,273.1,0.018732,0.05
2017-04-24,273.47,0.012838,0.05
2017-04-25,272.29,0.029057,0.05
2017-04-26,271.54,0.027157,0.05
2017-04-27,270.12,0.016881,0.05
2017-04-28,269.6,0.008569,0.05
2017-04-29,270.48,0.013831,0.05
2017-04-30,270.47,0.022852,0.05
2017-05-01,270.18,0.02948,0.05
2017-05-02,269.93,0.009665,0.05
2017-05-03,271.17,0.020869,0.05
2017-05-04,270.39,0.019037,0.05
2017-05-05,271.31,0.008022,0.05
2017-05-06,271.4,0.00836,0.05
2017-05-07,272.19,0.003103,0.05
2017-05-08,272.92,0.004365,0.05
2017-05-09,273.34,0.010918,0.05
2017-05-10,272.38,0.007697,0.05
2017-05-11,273.42,0.005099,0.05
2017-05-12,274.53,0.005473,0.05
2017-05-13,274.36,0.007111,0.05
2017-05-14,275.09,0.021109,0.05
2017-05-15,274.46,0.014533,0.05
2017-05-16,274.64,0.009176,0.05
2017-05-17,274.16,0.011048,0.05
2017-05-18,274.93,0.016783,0.05
2017-05-19,274.5,0.032936,0.05
2017-05-20,274.65,0.032999,0.05
2017-05-21,274.46,0.024684,0.05
2017-05-22,274.89,0.014398,0.05
2017-05-23,275.15,0.028058,0.05
2017-05-24,274.58,0.019039,0.05
2017-05-25,275.47,0.009269,0.05
2017-05-26,275.38,0.016468,0.05
2017-05-27,275.03,0.014926,0.05
2017-05-28,275.16,0.009208,0.05
2017-05-29,275.14,0.003785,0.05
2017-05-30,275.8,0.0075,0.05
2017-05-31,275.44,0.01154,0.05
2017-06-01,275.85,0.031389,0.05
2017-06-02,275.8,0.057874,0.05
2017-06-03,276.61,0.008452,0.05
2017-06-04,277.13,0.003987,0.05
2017-06-05,277.22,0.007297,0.05
2017-06-06,276.94,0.001402,0.05
2017-06-07,277.04,0.003233,0.05
2017-06-08,277.01,0.010387,0.05
2017-06-09,277.35,0.016771,0.05
2017-06-10,277.49,0.012606,0.05
2017-06-11,277.61,0.005894,0.05
2017-06-12,278.09,0.035125,0.05
2017-06-13,278.07,0.027551,0.05
2017-06-14,277.84,0.010213,0.05
2017-06-15,277.67,0.007552,0.05
2017-06-16,277.45,0.008087,0.05
2017-06-17,277.6,0.025283,0.05
2017-06-18,278.24,0.013365,0.05
2017-06-19,278.56,0.033992,0.05
2017-06-20,278.23,0.01658,0.05
2017-06-21,278.27,0.014106,0.05
2017-06-22,278.2,0.014588,0.05
2017-06-23,278.57,0.012215,0.05
2017-06-24,278.38,0.008457,0.05
2017-06-25,278.92,0.007762,0.05
2017-06-26,279.18,0.01192,0.05
2017-06-27,279.52,0.011119,0.05
2017-06-28,278.94,0.014116,0.05
2017-06-29,279.2,0.020272,0.05
2017-06-30,279.29,0.023824,0.05
2017-07-01,279.41,0.025416,0.05
2017-07-02,279.56,0.014214,0.05
2017-07-03,279.55,0.028465,0.05
2017-07-04,279.71,0.026385,0.05
2017-07-05,279.5,0.019756,0.05
2017-07-06,279.24,0.008148,0.05
2017-07-07,279.55,0.008613,0.05
2017-07-08,280.17,0.037749,0.05
2017-07-09,278.65,0.07619,0.05
2017-07-10,278.33,0.04439,0.05
2017-07-11,277.98,0.019459,0.05
2017-07-12,278.15,0.006489,0.05
2017-07-13,278.72,0.005137,0.05
2017-07-14,279.15,0.009657,0.05
2017-07-15,278.79,0.007904,0.05
2017-07-16,279.35,0.008442,0.05
2017-07-17,279.52,0.007755,0.05
2017-07-18,279.43,0.005457,0.05
2017-07-19,279.27,0.007594,0.05
2017-07-20,279.32,0.007125,0.05
2017-07-21,279.26,0.014428,0.05
2017-07-22,278.9,0.006828,0.05
2017-07-23,279.14,0.006669,0.05
2017-07-24,279.45,0.007765,0.05
2017-07-25,279.35,0.008671,0.05
2017-07-26,278.38,0.008954,0.05
2017-07-27,278.68,0.004894,0.05
2017-07-28,279.26,0.009248,0.05
2017-07-29,279.08,0.02845,0.05
2017-07-30,278.98,0.010942,0.05
2017-07-31,279.35,0.007617,0.05
2017-08-01,280.2,0.014825,0.05
2017-08-02,280.45,0.035303,0.05
2017-08-03,280.38,0.033332,0.05
2017-08-04,280.44,0.009844,0.05
2017-08-05,280.42,0.006447,0.05
2017-08-06,280.63,0.003738,0.05
2017-08-07,280.4,0.00712,0.05
2017-08-08,280.47,0.045252,0.05
2017-08-09,279.75,0.055408,0.05
2017-08-10,279.94,0.021386,0.05
2017-08-11,280.73,0.056722,0.05
2017-08-12,278.56,0.07852,0.05
2017-08-13,279.21,0.01694,0.05
2017-08-14,279.5,0.011784,0.05
2017-08-15,280.14,0.010484,0.05
2017-08-16,280.44,0.01142,0.05
2017-08-17,280.35,0.010998,0.05
2017-08-18,279.65,0.017891,0.05
2017-08-19,279.23,0.007581,0.05
2017-08-20,279.06,0.019373,0.05
2017-08-21,279.02,0.017648,0.05
2017-08-22,279.3,0.010623,0.05
2017-08-23,279.25,0.005285,0.05
2017-08-24,278.78,0.003122,0.05
2017-08-25,279.08,0.00176,0.05
2017-08-26,279.47,0.003147,0.05
2017-08-27,279.11,0.007144,0.05
2017-08-28,279.4,0.002679,0.05
2017-08-29,278.88,0.004074,0.05
2017-08-30,279.1,0.007423,0.05
2017-08-31,279.43,0.027601,0.05
2017-09-01,278.93,0.050166,0.05
2017-09-02,278.42,0.023657,0.05
2017-09-03,278.61,0.027241,0.05
2017-09-04,278.52,0.015965,0.05
2017-09-05,279.05,0.006406,0.05
2017-09-06,278.5,0.001406,0.05
2017-09-07,278.22,0.00545,0.05
2017-09-08,278.39,0.006569,0.05
2017-09-09,278.7,0.007879,0.05
2017-09-10,278.43,0.005378,0.05
2017-09-11,278.3,0.018648,0.05
2017-09-12,278.26,0.024032,0.05
2017-09-13,278.34,0.012604,0.05
2017-09-14,278.13,0.007948,0.05
2017-09-15,278.14,0.003941,0.05
2017-09-16,278.5,0.001013,0.05
2017-09-17,278.75,0.000948,0.05
2017-09-18,278.53,0.005179,0.05
2017-09-19,278.69,0.004867,0.05
2017-09-20,278.78,0.018595,0.05
2017-09-21,277.22,0.010551,0.05
2017-09-22,277.68,0.011094,0.05
2017-09-23,278.33,0.020993,0.05
2017-09-24,278.52,0.019337,0.05
2017-09-25,277.54,0.019806,0.05
2017-09-26,277.44,0.007206,0.05
2017-09-27,278.14,0.004006,0.05
2017-09-28,277.73,0.003858,0.05
2017-09-29,277.8,0.006093,0.05
2017-09-30,278.12,0.0144,0.05
2017-10-01,277.85,0.027903,0.05
2017-10-02,276.91,0.011585,0.05
2017-10-03,277.17,0.005265,0.05
2017-10-04,277.1,0.002557,0.05
2017-10-05,276.92,0.000809,0.05
2017-10-06,277.15,0.001396,0.05
2017-10-07,277.06,0.004616,0.05
2017-10-08,276.45,0.004634,0.05
2017-10-09,275.64,0.001876,0.05
2017-10-10,276.81,0.017306,0.05
2017-10-11,276.18,0.009859,0.05
2017-10-12,276.05,0.005044,0.05
2017-10-13,275.6,0.022554,0.05
2017-10-14,275.43,0.040184,0.05
2017-10-15,274.56,0.001678,0.05
2017-10-16,273.64,0.002263,0.05
2017-10-17,274.7,0.000437,0.05
2017-10-18,275.33,0.000112,0.05
2017-10-19,275.47,3.1e-05,0.05
2017-10-20,275.24,0.00024,0.05
2017-10-21,274.62,0.015347,0.05
2017-10-22,275.32,0.01907,0.05
2017-10-23,272.75,0.023421,0.05
2017-10-24,271.24,0.022522,0.05
2017-10-25,270.07,0.006582,0.05
2017-10-26,271.04,0.002582,0.05
2017-10-27,270.21,0.005939,0.05
2017-10-28,268.92,0.006262,0.05
2017-10-29,267.2,0.001661,0.05
2017-10-30,266.74,0.001743,0.05
2017-10-31,267.03,0.003399,0.05
2017-11-01,267.19,0.002792,0.05
2017-11-02,267.65,0.001686,0.05
2017-11-03,267.26,0.000398,0.05
2017-11-04,266.84,0.000601,0.05
2017-11-05,268.08,0.000713,0.05
2017-11-06,269.33,0.000481,0.05
2017-11-07,269.08,3.7e-05,0.05
2017-11-08,268.28,0.000623,0.05
2017-11-09,268.61,0.001014,0.05
2017-11-10,267.31,0.000603,0.05
2017-11-11,268.38,0.000511,0.05
2017-11-12,268.7,0.004259,0.05
2017-11-13,269.19,0.007652,0.05
2017-11-14,269.44,0.005929,0.05
2017-11-15,269.43,0.005035,0.05
2017-11-16,269.88,0.003709,0.05
2017-11-17,269.58,0.007655,0.05
2017-11-18,269.38,0.008872,0.05
2017-11-19,268.62,0.008694,0.05
2017-11-20,268.03,0.017041,0.05
2017-11-21,268.35,0.014216,0.05
2017-11-22,266.8,0.018972,0.05
2017-11-23,265.76,0.010768,0.05
2017-11-24,264.03,0.01092,0.05
2017-11-25,265.99,0.007844,0.05
2017-11-26,265.83,0.007421,0.05
